Fechas,Temp_Avg
2017-07-04 00:00:00,7.618645833333332
2017-07-05 00:00:00,6.468305555555558
2017-07-06 00:00:00,10.124868055555559
2017-07-07 00:00:00,12.851597222222225
2017-07-08 00:00:00,11.710416666666664
2017-07-09 00:00:00,10.519256944444443
2017-07-10 00:00:00,9.7639444444444461
2017-07-11 00:00:00,12.910527777777776
2017-07-12 00:00:00,9.8841527777777785
2017-07-13 00:00:00,9.6638888888888879
2017-07-14 00:00:00,8.8990902777777841
2017-07-15 00:00:00,3.5962361111111107
2017-07-16 00:00:00,4.7108749999999988
2017-07-17 00:00:00,8.4518541666666636
2017-07-18 00:00:00,12.481381944444442
2017-07-19 00:00:00,14.012541666666664
2017-07-20 00:00:00,14.602930555555563
2017-07-21 00:00:00,12.975236111111109
2017-07-22 00:00:00,9.0018541666666678
2017-07-23 00:00:00,9.7566111111111056
2017-07-24 00:00:00,9.6688680555555564
2017-07-25 00:00:00,9.4501874999999984
2017-07-26 00:00:00,12.259236111111109
2017-07-27 00:00:00,10.833555555555563
2017-07-28 00:00:00,10.111347222222218
2017-07-29 00:00:00,9.1557013888888914
2017-07-30 00:00:00,10.988673611111116
2017-07-31 00:00:00,11.120375000000003
2017-08-01 00:00:00,7.6806041666666705
2017-08-02 00:00:00,11.570062500000001
2017-08-03 00:00:00,11.79447222222222
2017-08-04 00:00:00,7.4495763888888904
2017-08-05 00:00:00,8.455333333333332
2017-08-06 00:00:00,10.268749999999995
2017-08-07 00:00:00,10.116090277777779
2017-08-08 00:00:00,13.118847222222223
2017-08-09 00:00:00,11.064493055555557
2017-08-10 00:00:00,8.4738611111111126
2017-08-11 00:00:00,6.9289166666666642
2017-08-12 00:00:00,7.3841319444444444
2017-08-13 00:00:00,8.5241527777777772
2017-08-14 00:00:00,10.395951388888886
2017-08-15 00:00:00,10.642625000000001
2017-08-16 00:00:00,12.59165277777778
2017-08-17 00:00:00,13.879937499999999
2017-08-18 00:00:00,8.7674305555555598
2017-08-19 00:00:00,9.8546041666666646
2017-08-20 00:00:00,11.94556944444445
2017-08-21 00:00:00,14.931805555555558
2017-08-22 00:00:00,10.169229166666668
2017-08-23 00:00:00,10.000743055555557
2017-08-24 00:00:00,9.4820902777777771
2017-08-25 00:00:00,10.180583333333329
2017-08-26 00:00:00,9.6080555555555609
2017-08-27 00:00:00,10.027666666666667
2017-08-28 00:00:00,8.5596180555555534
2017-08-29 00:00:00,9.1650069444444462
2017-08-30 00:00:00,12.397083333333335
2017-08-31 00:00:00,13.146090277777773
2017-09-01 00:00:00,9.6764305555555552
2017-09-02 00:00:00,11.329909722222224
2017-09-03 00:00:00,9.4012916666666637
2017-09-04 00:00:00,10.927548611111103
2017-09-05 00:00:00,11.704486111111107
2017-09-06 00:00:00,10.86135416666666
2017-09-07 00:00:00,10.508215277777774
2017-09-08 00:00:00,7.637249999999999
2017-09-09 00:00:00,8.9229444444444415
2017-09-10 00:00:00,7.6226388888888863
2017-09-11 00:00:00,7.8325069444444448
2017-09-12 00:00:00,9.8390138888888909
2017-09-13 00:00:00,11.223652777777781
2017-09-14 00:00:00,10.22917361111111
2017-09-15 00:00:00,13.848048611111109
2017-09-16 00:00:00,18.258055555555543
2017-09-17 00:00:00,16.150763888888886
2017-09-18 00:00:00,10.488902777777776
2017-09-19 00:00:00,9.9421874999999975
2017-09-20 00:00:00,12.259166666666664
2017-09-21 00:00:00,14.306937500000004
2017-09-22 00:00:00,16.899791666666669
2017-09-23 00:00:00,16.926180555555558
2017-09-24 00:00:00,14.469791666666671
2017-09-25 00:00:00,15.727569444444445
2017-09-26 00:00:00,16.079236111111118
2017-09-27 00:00:00,16.229166666666668
2017-09-28 00:00:00,14.828680555555561
2017-09-29 00:00:00,15.525555555555561
2017-09-30 00:00:00,10.396097222222219
2017-10-01 00:00:00,10.794194444444447
2017-10-02 00:00:00,12.236194444444443
2017-10-03 00:00:00,16.382708333333344
2017-10-04 00:00:00,11.418256944444444
2017-10-05 00:00:00,11.125381944444445
2017-10-06 00:00:00,16.405069444444447
2017-10-07 00:00:00,10.994374999999998
2017-10-08 00:00:00,12.153625
2017-10-09 00:00:00,13.289243055555556
2017-10-10 00:00:00,11.295833333333336
2017-10-11 00:00:00,9.2007638888888863
2017-10-12 00:00:00,11.44512500000001
2017-10-13 00:00:00,15.003090277777776
2017-10-14 00:00:00,18.199722222222228
2017-10-15 00:00:00,16.769999999999996
2017-10-16 00:00:00,11.498638888888891
2017-10-17 00:00:00,13.446180555555557
2017-10-18 00:00:00,14.528541666666667
2017-10-19 00:00:00,18.17583333333333
2017-10-20 00:00:00,13.359791666666673
2017-10-21 00:00:00,17.650347222222212
2017-10-22 00:00:00,19.749652777777779
2017-10-23 00:00:00,18.567777777777778
2017-10-24 00:00:00,16.538125000000001
2017-10-25 00:00:00,16.40326388888888
2017-10-26 00:00:00,14.370486111111111
2017-10-27 00:00:00,16.310347222222219
2017-10-28 00:00:00,11.141451388888893
2017-10-29 00:00:00,10.814166666666662
2017-10-30 00:00:00,13.620000000000005
2017-10-31 00:00:00,13.108333333333333
2017-11-01 00:00:00,12.053888888888888
2017-11-02 00:00:00,11.674930555555555
2017-11-03 00:00:00,14.299722222222224
2017-11-04 00:00:00,14.79944444444445
2017-11-05 00:00:00,18.30993055555555
2017-11-06 00:00:00,16.930833333333325
2017-11-07 00:00:00,16.600833333333334
2017-11-08 00:00:00,18.670347222222219
2017-11-09 00:00:00,19.567569444444437
2017-11-10 00:00:00,22.177430555555553
2017-11-11 00:00:00,22.484861111111105
2017-11-12 00:00:00,20.419236111111115
